Date,EUR/USD Close,USD/CHF Close,USD/CAD Close,EUR/JPY Close,EUR/CHF Close,AUD/USD Close,CHF/JPY Close,NZD/USD Close
5/14/14,1.371,0.8897,1.0877,139.53,1.2197,0.9376,114.383,0.8664
5/15/14,1.371,0.8904,1.0874,139.204,1.2207,0.9356,114.028,0.864
5/16/14,1.37,0.8915,1.0858,139.1,1.2218,0.9366,113.83,0.8636
5/19/14,1.3709,0.892,1.0868,138.996,1.2229,0.9329,113.655,0.8622
5/20/14,1.3698,0.892,1.0895,138.8,1.222,0.9254,113.572,0.8576
5/21/14,1.3685,0.8933,1.0915,138.788,1.2226,0.9237,113.507,0.8563
5/22/14,1.3654,0.8944,1.0894,138.995,1.2212,0.9221,113.8,0.8561
5/23/14,1.363,0.8954,1.087,139.004,1.2205,0.9235,113.879,0.8542
5/26/14,1.3645,0.8946,1.0853,139.063,1.2207,0.9243,113.899,0.8553
5/27/14,1.3636,0.8966,1.0859,139.056,1.2227,0.9259,113.718,0.8546
5/28/14,1.3594,0.898,1.0875,138.463,1.2208,0.9231,113.388,0.8493
5/29/14,1.3602,0.8978,1.0839,138.38,1.2212,0.9293,113.31,0.8466
5/30/14,1.3631,0.8953,1.0842,138.757,1.2203,0.9303,113.696,0.849
6/2/14,1.3597,0.8986,1.0899,139.272,1.2218,0.9249,113.973,0.8452
6/3/14,1.3625,0.8964,1.0908,139.694,1.2215,0.9256,114.35,0.8424
6/4/14,1.3599,0.897,1.0934,139.67,1.22,0.9277,114.47,0.8413
6/5/14,1.3653,0.8919,1.0928,139.908,1.2177,0.9334,114.87,0.8496
6/6/14,1.3644,0.8934,1.0927,139.902,1.2189,0.9333,114.77,0.8495
6/9/14,1.3587,0.8973,1.0907,139.31,1.2193,0.9351,114.242,0.8486
6/10/14,1.3545,0.8989,1.0905,138.621,1.218,0.9372,113.799,0.8523
6/11/14,1.3529,0.8997,1.0868,138.028,1.2173,0.9382,113.36,0.8554
6/12/14,1.3564,0.8976,1.0853,137.836,1.2175,0.9422,113.205,0.8683
6/13/14,1.3538,0.9002,1.0856,138.094,1.2187,0.9401,113.297,0.8668
6/16/14,1.357,0.8971,1.0839,138.2,1.2178,0.94,113.481,0.8677
6/17/14,1.3543,0.8996,1.0864,138.357,1.2183,0.9336,113.555,0.865
6/18/14,1.358,0.8964,1.0846,138.457,1.2179,0.9396,113.676,0.8722
6/19/14,1.3602,0.8944,1.0823,138.679,1.2165,0.9397,113.972,0.871
6/20/14,1.3595,0.8954,1.075,138.815,1.2175,0.9385,114.021,0.8697
6/23/14,1.3603,0.8939,1.0725,138.62,1.2162,0.9418,113.97,0.8712
6/24/14,1.3601,0.8941,1.0744,138.631,1.2162,0.9372,113.983,0.8677
6/25/14,1.363,0.8928,1.0721,138.828,1.2168,0.9399,114.081,0.8732
6/26/14,1.3607,0.8937,1.0691,138.372,1.2161,0.9413,113.774,0.8773
6/27/14,1.3646,0.891,1.0664,138.362,1.2159,0.9424,113.791,0.8778
6/30/14,1.3693,0.8867,1.0667,138.727,1.2143,0.9429,114.24,0.8754
7/1/14,1.3677,0.8875,1.0634,138.872,1.214,0.9495,114.395,0.8778
7/2/14,1.3655,0.8891,1.0668,139.017,1.2141,0.9436,114.491,0.877
7/3/14,1.3603,0.8939,1.0624,139.033,1.216,0.9357,114.333,0.8756
7/4/14,1.3594,0.8944,1.0636,138.768,1.2159,0.9354,114.114,0.8733
7/7/14,1.3607,0.8932,1.0679,138.586,1.2154,0.9372,114.003,0.8758
7/8/14,1.3612,0.8929,1.0681,138.18,1.2154,0.9401,113.68,0.8788
7/9/14,1.3644,0.8908,1.0654,138.603,1.2153,0.9415,114.029,0.8822
7/10/14,1.3603,0.8921,1.0646,137.781,1.2141,0.9395,113.469,0.8821
7/11/14,1.3608,0.8922,1.0734,137.88,1.2141,0.9389,113.563,0.8811
7/14/14,1.3619,0.8919,1.0714,138.317,1.2147,0.9395,113.864,0.8803
7/15/14,1.3567,0.8959,1.0762,137.952,1.2155,0.937,113.491,0.8766
7/16/14,1.3523,0.8985,1.0748,137.56,1.2152,0.9363,113.193,0.8708
7/17/14,1.3528,0.8973,1.0751,136.961,1.2139,0.9371,112.816,0.8688
7/18/14,1.3526,0.8982,1.0737,137.088,1.2149,0.9393,112.81,0.8688
7/21/14,1.3521,0.8981,1.0733,137.088,1.2144,0.9377,112.87,0.869
7/22/14,1.3468,0.9021,1.0735,136.634,1.2151,0.9392,112.43,0.8662
7/23/14,1.346,0.9024,1.0727,136.647,1.2147,0.9454,112.499,0.8687
7/24/14,1.3463,0.9025,1.0746,137.071,1.2151,0.9416,112.8,0.8574
7/25/14,1.3432,0.9046,1.0815,136.769,1.2147,0.9396,112.552,0.8553
7/28/14,1.3433,0.9044,1.0802,136.843,1.2149,0.9408,112.63,0.8546
7/29/14,1.341,0.9067,1.0853,136.92,1.216,0.9382,112.588,0.8498
7/30/14,1.3393,0.9088,1.0897,137.75,1.2172,0.9328,113.16,0.8486
7/31/14,1.3388,0.9087,1.09,137.7,1.2167,0.9293,113.16,0.8493
8/1/14,1.3423,0.9061,1.0925,137.712,1.2163,0.931,113.215,0.8503
8/4/14,1.342,0.9067,1.0906,137.638,1.2166,0.9335,113.1,0.8525
8/5/14,1.3375,0.909,1.096,137.23,1.2162,0.9305,112.82,0.8469
8/6/14,1.3379,0.9076,1.0916,136.529,1.2143,0.9354,112.424,0.8475
8/7/14,1.3364,0.9084,1.0922,136.343,1.2142,0.9275,112.279,0.8478
8/8/14,1.3412,0.9053,1.0971,136.891,1.2142,0.9276,112.735,0.8463
8/11/14,1.3384,0.9065,1.0927,136.809,1.2132,0.9262,112.749,0.8457
8/12/14,1.3367,0.9077,1.0922,136.651,1.2132,0.9275,112.621,0.8434
8/13/14,1.3368,0.907,1.0924,136.964,1.2129,0.9303,112.922,0.8458
8/14/14,1.3369,0.9062,1.0906,136.949,1.2115,0.9316,113.03,0.8491
8/15/14,1.3392,0.9029,1.0892,137.057,1.2093,0.9322,113.338,0.8485
8/18/14,1.3361,0.9064,1.0887,137.007,1.2111,0.9323,113.115,0.8472
8/19/14,1.3321,0.9089,1.0942,137.064,1.2107,0.9304,113.2,0.8422
8/20/14,1.3263,0.9131,1.0968,137.55,1.2112,0.9294,113.56,0.8379
8/21/14,1.328,0.9113,1.0945,137.866,1.2103,0.93,113.906,0.8403
8/22/14,1.3244,0.9136,1.0944,137.661,1.21,0.9312,113.763,0.8399
8/25/14,1.3194,0.9151,1.0982,137.199,1.2075,0.9296,113.62,0.8347
8/26/14,1.3176,0.9171,1.095,137.136,1.2084,0.9306,113.485,0.8324
8/27/14,1.3197,0.9146,1.0846,137.066,1.2069,0.9338,113.54,0.8377
8/28/14,1.3184,0.9147,1.0848,136.673,1.2061,0.9354,113.311,0.8382
8/29/14,1.3139,0.9181,1.0871,136.698,1.2062,0.9337,113.32,0.8364
9/1/14,1.3136,0.9189,1.0865,136.945,1.2071,0.9343,113.43,0.8385
9/2/14,1.3133,0.9186,1.0929,137.99,1.2067,0.9277,114.373,0.8313
9/3/14,1.3145,0.9178,1.0886,137.791,1.2066,0.9344,114.195,0.8322
9/4/14,1.2945,0.9317,1.0873,136.05,1.2062,0.9349,112.815,0.8305
9/5/14,1.2952,0.9312,1.0882,136.081,1.206,0.9376,112.823,0.8327
9/8/14,1.2899,0.935,1.0971,136.73,1.2061,0.9285,113.358,0.8278
9/9/14,1.2943,0.9324,1.0983,137.462,1.2069,0.9205,113.889,0.8238
9/10/14,1.2908,0.9375,1.0943,137.898,1.21,0.9159,113.942,0.8232
9/11/14,1.2917,0.9361,1.1049,138.341,1.2092,0.9091,114.396,0.8171
9/12/14,1.2949,0.9339,1.1089,138.967,1.2093,0.9047,114.903,0.8147
9/15/14,1.2939,0.9353,1.105,138.67,1.2102,0.9031,114.575,0.8174
9/16/14,1.2962,0.9326,1.0972,138.901,1.2088,0.9092,114.903,0.8198
9/17/14,1.2879,0.9405,1.0999,139.502,1.2113,0.8971,115.157,0.8095
9/18/14,1.2918,0.9339,1.0947,140.501,1.2068,0.8983,116.415,0.8145
9/19/14,1.2836,0.9404,1.0949,139.861,1.2071,0.8933,115.857,0.8133
9/22/14,1.2844,0.9403,1.1034,139.735,1.2077,0.8878,115.692,0.8128
9/23/14,1.2857,0.939,1.1068,140,1.2074,0.8846,115.941,0.807
9/24/14,1.2786,0.9449,1.106,139.353,1.2081,0.8879,115.342,0.8074
9/25/14,1.2749,0.9467,1.1096,138.529,1.207,0.8786,114.755,0.7926
9/26/14,1.2681,0.9514,1.1157,138.611,1.2066,0.8766,114.88,0.7867
9/29/14,1.269,0.951,1.1149,138.9,1.2068,0.8724,115.07,0.7769
9/30/14,1.2629,0.9548,1.1207,138.513,1.2058,0.8747,114.869,0.7797
10/1/14,1.2615,0.9566,1.1169,137.58,1.2067,0.8734,114.01,0.7805
10/2/14,1.2669,0.9539,1.1157,137.3,1.2086,0.8805,113.6,0.7898
10/3/14,1.251,0.9676,1.1257,137.285,1.2105,0.8673,113.406,0.7768
10/6/14,1.2645,0.9589,1.1129,137.62,1.2127,0.876,113.476,0.7843
10/7/14,1.2678,0.9561,1.1165,136.856,1.2121,0.8817,112.903,0.784
10/8/14,1.2721,0.9532,1.1113,137.745,1.2126,0.883,113.585,0.7886
10/9/14,1.2681,0.9547,1.1163,136.891,1.2106,0.8771,113.059,0.785
10/10/14,1.2613,0.9586,1.1211,135.918,1.209,0.8694,112.411,0.7812
10/13/14,1.2693,0.9523,1.1197,135.948,1.2087,0.877,112.464,0.7896
10/14/14,1.2657,0.9537,1.1303,135.436,1.2071,0.8706,112.191,0.7833
10/15/14,1.2802,0.9424,1.1265,135.852,1.2065,0.8811,112.595,0.7983
10/16/14,1.2796,0.9434,1.1253,136.153,1.2073,0.876,112.768,0.794
10/17/14,1.2761,0.9461,1.1275,136.374,1.2074,0.8764,112.947,0.7926
10/20/14,1.2808,0.9422,1.128,136.79,1.2067,0.88,113.35,0.7978
10/21/14,1.2722,0.9485,1.1226,136,1.2068,0.8777,112.68,0.7953
10/22/14,1.2642,0.9537,1.1241,135.491,1.2059,0.8776,112.358,0.7926
10/23/14,1.265,0.9537,1.123,136.844,1.2064,0.8754,113.418,0.781
10/24/14,1.2668,0.9516,1.1231,136.93,1.2061,0.8801,113.52,0.7856
10/27/14,1.2706,0.9488,1.1238,136.886,1.2056,0.8803,113.541,0.7893
10/28/14,1.2736,0.9469,1.1172,137.721,1.2061,0.886,114.181,0.7926
10/29/14,1.2644,0.9538,1.12,137.618,1.206,0.8791,114.109,0.7834
10/30/14,1.2613,0.9556,1.1183,137.77,1.2055,0.8832,114.279,0.7841
10/31/14,1.253,0.9623,1.1272,140.667,1.2058,0.8801,116.652,0.7796
11/3/14,1.2489,0.965,1.1361,142.129,1.2052,0.8687,117.91,0.7719
11/4/14,1.2549,0.9599,1.1399,142.558,1.2046,0.8738,118.331,0.7781
11/5/14,1.248,0.9643,1.1395,143.159,1.2035,0.8591,118.945,0.7737
11/6/14,1.2378,0.9726,1.1423,142.52,1.2041,0.8565,118.35,0.7691
11/7/14,1.2453,0.9662,1.1331,142.706,1.2033,0.8635,118.587,0.7749
11/10/14,1.242,0.9681,1.1375,142.7,1.2025,0.8613,118.651,0.7742
11/11/14,1.2479,0.9642,1.1326,143.985,1.2033,0.87,119.651,0.7794
11/12/14,1.2431,0.967,1.131,143.673,1.2021,0.8715,119.505,0.7873
11/13/14,1.2482,0.9628,1.1368,144.401,1.202,0.8717,120.138,0.7889
11/14/14,1.2525,0.959,1.1278,145.676,1.2013,0.8755,121.26,0.7911
11/17/14,1.2452,0.9648,1.1301,144.975,1.2014,0.8711,120.669,0.7917
11/18/14,1.2534,0.9583,1.1301,146.535,1.2012,0.8728,121.984,0.793
11/19/14,1.2538,0.9582,1.1349,147.93,1.2014,0.8615,123.121,0.7856
11/20/14,1.2545,0.9579,1.1305,148.053,1.2018,0.8628,123.187,0.7873
11/21/14,1.2387,0.9699,1.1238,145.881,1.2016,0.8662,121.395,0.7879
11/24/14,1.2439,0.9666,1.1294,147.106,1.2024,0.8614,122.341,0.7862
11/25/14,1.2477,0.9637,1.1259,147.145,1.2025,0.8531,122.358,0.7813
11/26/14,1.2508,0.9611,1.1234,147.258,1.2022,0.8551,122.477,0.788
11/27/14,1.2474,0.9635,1.1346,146.884,1.2019,0.8547,122.21,0.7864
11/28/14,1.2441,0.9657,1.143,147.638,1.2015,0.8504,122.862,0.7847
12/1/14,1.2475,0.9643,1.1325,147.62,1.2029,0.8506,122.71,0.7879
12/2/14,1.2379,0.9725,1.1405,147.63,1.2039,0.8446,122.622,0.7802
12/3/14,1.2313,0.9773,1.1365,147.52,1.2035,0.8405,122.56,0.7757
12/4/14,1.2378,0.9712,1.1382,148.3,1.2024,0.8382,123.254,0.7779
12/5/14,1.2289,0.9781,1.1429,149.215,1.2021,0.8328,124.131,0.7713
12/8/14,1.2318,0.9759,1.1479,148.494,1.2022,0.8294,123.515,0.766
12/9/14,1.2367,0.9719,1.1435,148.035,1.2019,0.8295,123.149,0.7674
12/10/14,1.2443,0.9668,1.1479,146.786,1.2031,0.8316,122.001,0.7792
12/11/14,1.2385,0.9698,1.1533,147.679,1.2011,0.8258,122.956,0.7805
12/12/14,1.2458,0.964,1.1571,147.775,1.201,0.8253,123.026,0.7776
12/15/14,1.2441,0.9652,1.1651,146.299,1.201,0.8219,121.816,0.774
12/16/14,1.25,0.9607,1.1635,146.442,1.2009,0.8212,121.934,0.7783
12/17/14,1.2343,0.9728,1.1642,146.5,1.2009,0.8129,122,0.7699
12/18/14,1.2283,0.98,1.1592,145.894,1.2038,0.8159,121.184,0.7753
12/19/14,1.2225,0.9841,1.1606,146.18,1.2032,0.8144,121.465,0.7749
12/22/14,1.2218,0.9848,1.1643,146.603,1.2033,0.8132,121.822,0.7726
12/23/14,1.2175,0.9875,1.1624,147.009,1.2023,0.8089,122.25,0.7698
12/24/14,1.2193,0.9859,1.163,146.875,1.2023,0.8107,122.146,0.772
12/25/14,1.2239,0.9798,1.162,146.97,1.2006,0.812,122.18,0.7725
12/26/14,1.2178,0.9875,1.1624,146.598,1.2028,0.8115,121.86,0.7758
12/29/14,1.2153,0.9897,1.1635,146.72,1.203,0.8132,121.99,0.7789
12/30/14,1.2153,0.9893,1.1603,145.298,1.2024,0.8179,120.827,0.7824
12/31/14,1.2098,0.9942,1.1607,144.93,1.2029,0.8173,120.49,0.78
1/1/15,1.2097,0.995,1.1617,144.79,1.2033,0.8162,120.35,0.7796
1/2/15,1.2004,1.0011,1.1761,144.6,1.2019,0.8095,120.31,0.7698
1/5/15,1.1938,1.0064,1.1748,142.82,1.2014,0.8087,118.866,0.7697
1/6/15,1.1899,1.0091,1.1821,141.23,1.201,0.8096,117.59,0.7772
1/7/15,1.1832,1.0149,1.1823,140.965,1.2009,0.807,117.371,0.7777
1/8/15,1.1789,1.0187,1.1839,141.08,1.201,0.8112,117.46,0.7815
1/9/15,1.1842,1.014,1.1862,140.378,1.2009,0.8205,116.876,0.7835
1/12/15,1.184,1.0142,1.1958,140.015,1.201,0.8155,116.585,0.7782
1/13/15,1.1771,1.0201,1.1948,138.744,1.2009,0.8163,115.51,0.7724
1/14/15,1.1789,1.0186,1.1948,138.28,1.2009,0.8155,115.15,0.7723
1/15/15,1.1616,0.8705,1.197,135.236,1.0116,0.8224,133.676,0.7811
1/16/15,1.1567,0.8585,1.1965,136.074,0.9933,0.8235,136.94,0.7781
1/19/15,1.1604,0.8792,1.1949,136.536,1.0201,0.8204,133.747,0.777
1/20/15,1.1549,0.8776,1.21,137.115,1.0137,0.8176,135.22,0.7684
1/21/15,1.1596,0.8606,1.2336,136.63,0.9978,0.8097,136.834,0.756
1/22/15,1.1339,0.8736,1.2408,134.45,0.9906,0.8009,135.65,0.7483
1/23/15,1.1221,0.8779,1.2426,132.194,0.9852,0.792,134.121,0.7458
1/26/15,1.1265,0.9007,1.2461,133.44,1.0147,0.7915,131.45,0.7404
1/27/15,1.1368,0.9014,1.2397,133.93,1.025,0.7936,130.59,0.7461
1/28/15,1.1291,0.9063,1.2515,132.69,1.0236,0.7908,129.58,0.734
1/29/15,1.1316,0.924,1.2614,133.939,1.0457,0.7766,128.04,0.7261
1/30/15,1.1303,0.9177,1.2696,132.727,1.0373,0.7784,127.892,0.7278
2/2/15,1.134,0.9268,1.2574,133.23,1.0513,0.781,126.7,0.7312
2/3/15,1.1484,0.9236,1.2398,135,1.0607,0.7804,127.27,0.7388
2/4/15,1.1397,0.9238,1.2552,133.702,1.0529,0.7778,126.927,0.7382
2/5/15,1.1476,0.9227,1.2427,134.926,1.0589,0.7812,127.37,0.741
2/6/15,1.1322,0.9252,1.2525,134.551,1.0474,0.7801,128.418,0.7358
2/9/15,1.132,0.9239,1.2463,134.283,1.0459,0.7805,128.367,0.7413
2/10/15,1.1318,0.9263,1.2579,135.122,1.0483,0.7771,128.855,0.7399
2/11/15,1.1302,0.9288,1.2649,136.05,1.0497,0.771,129.58,0.7381
2/12/15,1.141,0.9303,1.2482,135.639,1.0614,0.7747,127.751,0.7438
2/13/15,1.1398,0.9322,1.2463,135.34,1.0625,0.7765,127.35,0.7458
2/16/15,1.1404,0.92895,1.24671,135.09,1.05966,0.77766,127.456,0.75098
2/17/15,1.14162,0.9363,1.2382,136.172,1.06892,0.78203,127.36,0.75451
2/18/15,1.14009,0.94191,1.2423,135.226,1.07378,0.7818,125.886,0.75577
2/19/15,1.13619,0.94977,1.2496,135.182,1.07917,0.77867,125.25,0.75121
2/20/15,1.1375,0.94215,1.25368,135.505,1.07167,0.78413,126.397,0.75266
2/23/15,1.13325,0.9503,1.25763,134.678,1.07698,0.77992,125.025,0.75262
2/24/15,1.13411,0.95,1.24836,134.856,1.07743,0.78332,125.14,0.74837
2/25/15,1.13611,0.94761,1.24354,135.009,1.07651,0.78903,125.368,0.75446
2/26/15,1.11959,0.95351,1.25242,133.788,1.0675,0.77894,125.304,0.75223
2/27/15,1.11868,0.95324,1.25013,133.834,1.06653,0.78116,125.47,0.75627
3/2/15,1.1182,0.9591,1.2539,134.34,1.0725,0.7767,125.24,0.7511
3/3/15,1.11763,0.96128,1.24823,133.791,1.07441,0.78183,124.5,0.7545
3/4/15,1.1074,0.96343,1.24117,132.593,1.06699,0.78247,124.254,0.75971
3/5/15,1.10268,0.9743,1.25067,132.486,1.07447,0.77698,123.277,0.748
3/6/15,1.08496,0.98514,1.2613,130.964,1.06892,0.7717,122.496,0.73657
3/9/15,1.08616,0.9845,1.25901,131.623,1.0694,0.77132,123.029,0.73714
3/10/15,1.0697,0.99922,1.26831,129.556,1.06892,0.76127,121.189,0.72574
3/11/15,1.05407,1.00928,1.27551,127.982,1.06406,0.75775,120.27,0.72024
3/12/15,1.06078,1.0044,1.27144,128.759,1.06555,0.7687,120.824,0.73714
3/13/15,1.04763,1.00562,1.27827,127.202,1.05364,0.76235,120.707,0.73262
3/16/15,1.0577,1.0075,1.2781,128.42,1.0656,0.7641,120.49,0.7378
3/17/15,1.05915,1.00673,1.27789,128.55,1.06631,0.76153,120.541,0.73075
3/18/15,1.08876,0.97636,1.25286,130.639,1.0629,0.77858,122.861,0.74962
3/19/15,1.0638,0.9915,1.2738,128.63,1.0548,0.7621,121.93,0.7379
3/20/15,1.0804,0.97769,1.25776,129.763,1.05636,0.77727,122.825,0.75534
3/23/15,1.09623,0.965,1.25002,131.304,1.0578,0.78954,124.093,0.7671
3/24/15,1.09241,0.95817,1.24962,130.778,1.04676,0.78719,124.917,0.76545
3/25/15,1.0962,0.96075,1.25168,131.06,1.05331,0.78385,124.404,0.7597
